ID,Severity,Start_Time,City,Weather_Condition,Humidity,Visibility,Temperature,Wind_Speed,Sunrise_Sunset,Start_Lat,Start_Lng,Amenity,Bump,Crossing,Give_Way
A00205,1,2021-01-09 13:00:00,New York,Cloudy,54.62,6.17,33.65,18.77,Day,36.98736,-103.878841,False,True,False,True
A00206,1,2021-01-09 14:00:00,New York,Thunderstorm,56.62,10.0,-1.56,17.42,Day,38.560319,-106.900875,False,True,False,True
A00207,2,2021-01-09 15:00:00,Houston,Snow,36.71,7.81,-7.32,22.25,Day,39.929763,-94.494302,True,True,True,True
A00208,1,2021-01-09 16:00:00,Phoenix,Cloudy,49.5,4.28,25.87,20.26,Day,33.935634,-81.752723,False,False,True,True
A00209,1,2021-01-09 17:00:00,New York,Rain,49.59,8.36,13.77,6.18,Night,41.661288,-113.461543,False,False,True,True
A00210,2,2021-01-09 18:00:00,Chicago,Fog,24.19,2.12,32.45,10.57,Night,41.011986,-76.507089,False,False,False,False
A00211,2,2021-01-09 19:00:00,New York,Fog,81.41,0.79,9.17,3.78,Night,35.433137,-83.016793,False,False,True,True
A00212,2,2021-01-09 20:00:00,Phoenix,Thunderstorm,53.32,2.44,-1.59,3.9,Night,40.404842,-110.024989,False,False,False,True
A00213,2,2021-01-09 21:00:00,Phoenix,Rain,85.77,3.73,31.82,20.29,Day,37.664915,-86.67165,False,True,True,True
A00214,3,2021-01-09 22:00:00,Chicago,Thunderstorm,88.03,5.35,17.45,25.76,Day,37.156258,-101.061816,False,True,False,True
A00215,2,2021-01-09 23:00:00,New York,Rain,36.96,6.34,-0.54,28.88,Day,35.829907,-100.299034,False,True,True,False
A00216,2,2021-01-10 00:00:00,Phoenix,Snow,72.59,9.15,26.02,18.85,Day,38.228717,-83.535236,True,True,False,False
A00217,3,2021-01-10 01:00:00,Houston,Fog,57.78,5.34,15.56,5.52,Day,39.569002,-75.637468,True,True,True,True
A00218,2,2021-01-10 02:00:00,Los Angeles,Fog,90.41,5.26,20.22,3.17,Night,36.698396,-112.427142,False,False,True,False
A00219,3,2021-01-10 03:00:00,Los Angeles,Snow,37.26,0.98,13.04,24.39,Day,38.662973,-99.49227,False,False,True,True
A00220,2,2021-01-10 04:00:00,Los Angeles,Clear,74.23,0.83,31.44,17.36,Night,39.293816,-96.838569,False,False,True,True
A00221,2,2021-01-10 05:00:00,New York,Thunderstorm,68.62,5.74,31.48,18.55,Day,39.400096,-101.44228,False,False,False,True
A00222,1,2021-01-10 06:00:00,Chicago,Snow,43.62,4.66,25.47,23.44,Night,33.467695,-102.019679,True,False,False,True
A00223,2,2021-01-10 07:00:00,Phoenix,Thunderstorm,30.93,8.47,-4.73,21.1,Day,40.73773,-115.700179,True,True,False,False
A00224,2,2021-01-10 08:00:00,Houston,Cloudy,72.13,2.03,31.94,25.03,Night,37.12428,-87.836301,True,True,False,False
A00225,2,2021-01-10 09:00:00,Houston,Fog,79.09,0.74,23.55,1.69,Day,35.361745,-98.806566,True,True,False,True
A00226,4,2021-01-10 10:00:00,New York,Thunderstorm,45.25,4.77,24.85,22.43,Day,35.175881,-109.429073,False,False,True,True
A00227,2,2021-01-10 11:00:00,Los Angeles,Rain,71.59,2.76,8.15,25.53,Day,37.347127,-82.094526,False,False,False,False
A00228,3,2021-01-10 12:00:00,New York,Thunderstorm,51.61,0.97,33.96,8.58,Day,40.981484,-82.687327,False,False,False,False
A00229,2,2021-01-10 13:00:00,Chicago,Cloudy,77.06,7.38,26.27,19.21,Night,36.405128,-96.598768,True,False,False,True
A00230,3,2021-01-10 14:00:00,Chicago,Fog,35.94,1.56,-4.37,9.42,Day,39.747532,-104.868171,False,True,False,False
A00231,2,2021-01-10 15:00:00,Phoenix,Snow,91.22,6.28,10.39,28.74,Night,33.871369,-89.92392,False,False,True,True
A00232,2,2021-01-10 16:00:00,Phoenix,Cloudy,42.99,3.17,34.32,1.0,Day,37.28451,-105.321306,True,True,True,False
A00233,2,2021-01-10 17:00:00,Chicago,Fog,49.42,2.15,-7.64,17.39,Night,41.925175,-107.615651,True,False,True,False
A00234,1,2021-01-10 18:00:00,Chicago,Thunderstorm,24.65,4.11,38.07,5.0,Day,39.93394,-85.857355,True,True,True,False
A00235,3,2021-01-10 19:00:00,Chicago,Clear,28.92,8.11,23.96,21.37,Day,34.894756,-116.225689,True,False,False,False
A00236,2,2021-01-10 20:00:00,New York,Clear,61.27,4.22,21.57,5.28,Night,37.512973,-113.830187,True,False,False,True
A00237,1,2021-01-10 21:00:00,Chicago,Rain,41.41,7.63,3.53,7.06,Day,35.102623,-117.70132,False,True,True,True
A00238,2,2021-01-10 22:00:00,Houston,Fog,86.84,1.69,2.44,14.83,Day,36.686048,-111.2705,False,True,True,False
A00239,1,2021-01-10 23:00:00,Los Angeles,Clear,21.18,7.84,37.1,27.45,Night,40.020756,-114.96444,True,False,False,True
A00240,4,2021-01-11 00:00:00,Chicago,Snow,50.33,2.75,4.91,6.35,Day,39.941023,-74.184696,False,True,False,False
A00241,4,2021-01-11 01:00:00,Los Angeles,Fog,46.99,6.94,28.78,4.33,Night,35.052903,-105.292361,False,False,True,False
A00242,4,2021-01-11 02:00:00,New York,Snow,21.55,5.87,9.66,22.77,Day,41.30001,-111.432207,False,False,True,True
A00243,2,2021-01-11 03:00:00,Los Angeles,Snow,29.95,9.33,-3.04,15.02,Night,38.333114,-107.396165,False,True,True,True
A00244,1,2021-01-11 04:00:00,New York,Clear,53.09,4.18,-9.46,27.35,Night,36.419319,-76.810475,True,False,True,True
A00245,4,2021-01-11 05:00:00,Houston,Fog,59.43,1.13,17.21,4.4,Night,37.51742,-95.11295,False,False,False,False
A00246,2,2021-01-11 06:00:00,New York,Thunderstorm,52.34,0.68,38.79,19.38,Night,38.445641,-101.948004,False,True,False,True
A00247,4,2021-01-11 07:00:00,New York,Cloudy,62.48,8.36,8.46,6.99,Day,38.039015,-79.570776,False,False,False,True
A00248,4,2021-01-11 08:00:00,Phoenix,Clear,67.61,5.48,7.86,4.7,Day,37.377645,-100.620428,True,False,True,True
A00249,3,2021-01-11 09:00:00,Chicago,Clear,20.79,7.86,7.2,20.5,Night,37.544395,-103.259623,False,False,False,True
A00250,2,2021-01-11 10:00:00,Chicago,Thunderstorm,57.13,2.73,16.03,17.81,Day,34.587707,-108.879569,True,False,False,False
A00251,2,2021-01-11 11:00:00,Houston,Fog,97.08,3.78,12.03,22.64,Day,40.314596,-101.37694,True,True,True,False
A00252,3,2021-01-11 12:00:00,Houston,Fog,61.52,0.79,34.0,9.28,Day,37.875843,-104.065888,True,True,True,False
A00253,2,2021-01-11 13:00:00,Chicago,Snow,74.2,9.63,15.28,13.44,Night,34.179719,-88.198626,True,True,True,False
A00254,1,2021-01-11 14:00:00,Phoenix,Thunderstorm,44.95,6.84,15.39,12.16,Day,39.895414,-105.258361,False,False,True,False
A00255,2,2021-01-11 15:00:00,Chicago,Thunderstorm,81.92,9.37,-3.08,29.52,Day,41.391996,-92.603211,True,True,True,False
A00256,4,2021-01-11 16:00:00,Phoenix,Fog,81.83,3.02,39.14,8.77,Night,41.525762,-115.100745,True,True,True,False
A00257,2,2021-01-11 17:00:00,Houston,Snow,61.7,6.31,2.5,8.84,Day,36.32116,-109.583277,True,True,False,True
A00258,2,2021-01-11 18:00:00,Los Angeles,Clear,98.08,6.95,-6.33,10.64,Night,34.219652,-100.074168,True,False,False,False
A00259,1,2021-01-11 19:00:00,Houston,Rain,30.04,3.52,23.16,16.94,Night,37.665597,-76.774233,True,True,False,False
A00260,2,2021-01-11 20:00:00,Houston,Cloudy,21.36,8.56,19.77,7.57,Night,34.013483,-101.400913,False,True,False,False
A00261,4,2021-01-11 21:00:00,New York,Clear,81.61,9.5,10.76,27.46,Day,41.405887,-88.780739,True,False,False,False
A00262,1,2021-01-11 22:00:00,New York,Fog,84.57,8.91,11.11,7.97,Day,34.652217,-106.776162,False,False,False,True
A00263,2,2021-01-11 23:00:00,New York,Cloudy,29.62,7.52,29.25,26.87,Night,35.274893,-112.410523,False,False,True,False
A00264,3,2021-01-12 00:00:00,New York,Rain,41.25,3.14,-0.21,3.1,Night,36.659729,-115.42439,True,False,True,False
A00265,3,2021-01-12 01:00:00,Phoenix,Rain,21.4,3.18,31.01,19.7,Night,36.44848,-104.561806,False,False,True,True
A00266,2,2021-01-12 02:00:00,Chicago,Snow,43.46,9.65,22.44,27.21,Night,40.151966,-111.062915,False,False,False,False
A00267,3,2021-01-12 03:00:00,Los Angeles,Cloudy,81.85,0.6,10.95,5.06,Night,37.106851,-110.34354,False,True,False,False
A00268,2,2021-01-12 04:00:00,Houston,Snow,61.44,7.3,12.9,29.05,Night,34.536914,-84.52659,True,True,True,False
A00269,2,2021-01-12 05:00:00,Phoenix,Clear,47.85,7.21,2.83,13.59,Day,35.404889,-117.303125,True,False,True,False
A00270,3,2021-01-12 06:00:00,Los Angeles,Thunderstorm,49.74,6.42,27.61,28.37,Night,37.58202,-93.456354,True,False,True,False
A00271,3,2021-01-12 07:00:00,Phoenix,Thunderstorm,20.11,9.91,15.64,20.3,Night,34.327085,-101.303699,True,True,True,False
A00272,3,2021-01-12 08:00:00,Phoenix,Thunderstorm,43.98,3.46,6.04,9.05,Night,38.504901,-95.7118,True,False,True,False
A00273,4,2021-01-12 09:00:00,Houston,Cloudy,71.72,3.73,19.8,5.65,Day,38.091726,-93.23547,True,False,False,True
A00274,2,2021-01-12 10:00:00,Chicago,Thunderstorm,97.94,1.25,39.79,9.11,Day,39.432321,-104.211821,True,True,False,True
A00275,2,2021-01-12 11:00:00,New York,Clear,87.76,4.71,11.76,2.79,Day,41.439342,-105.01521,False,False,False,False
A00276,3,2021-01-12 12:00:00,Chicago,Snow,21.89,2.98,36.03,4.32,Day,41.210291,-85.730319,False,False,True,True
A00277,2,2021-01-12 13:00:00,Houston,Cloudy,91.88,3.76,7.25,3.14,Night,41.514681,-79.663813,True,True,False,False
A00278,3,2021-01-12 14:00:00,Houston,Snow,82.66,8.43,-7.26,12.69,Day,35.20244,-109.526408,False,True,True,True
A00279,3,2021-01-12 15:00:00,Houston,Cloudy,82.43,9.39,0.21,23.87,Night,34.184088,-113.704775,True,True,False,False
A00280,3,2021-01-12 16:00:00,Los Angeles,Snow,56.64,2.26,10.93,4.24,Night,35.72049,-78.496985,True,True,True,True
A00281,2,2021-01-12 17:00:00,Chicago,Rain,51.84,4.04,0.98,3.91,Night,41.055767,-102.6046,True,True,True,False
A00282,2,2021-01-12 18:00:00,Chicago,Snow,44.23,9.32,-9.99,19.3,Night,41.748481,-93.742035,False,False,False,True
A00283,1,2021-01-12 19:00:00,Phoenix,Thunderstorm,25.26,1.09,35.75,5.92,Night,40.733925,-102.180102,True,False,False,True
A00284,2,2021-01-12 20:00:00,Phoenix,Rain,38.26,1.38,32.19,2.93,Night,33.990159,-112.464697,True,False,False,False
A00285,1,2021-01-12 21:00:00,Phoenix,Snow,39.73,2.05,27.11,5.01,Day,41.526852,-92.069408,True,False,False,False
A00286,2,2021-01-12 22:00:00,Houston,Cloudy,58.73,6.15,-1.61,27.71,Day,36.810222,-94.893803,True,False,False,True
A00287,2,2021-01-12 23:00:00,Chicago,Cloudy,79.8,1.93,-3.98,24.64,Day,33.083793,-109.068283,False,True,True,True
A00288,2,2021-01-13 00:00:00,Houston,Cloudy,57.9,9.7,-6.62,10.62,Day,36.981544,-98.117762,True,False,False,False
A00289,2,2021-01-13 01:00:00,Los Angeles,Fog,24.63,4.74,26.2,19.67,Day,33.414623,-82.93431,False,False,False,True
A00290,1,2021-01-13 02:00:00,Phoenix,Clear,96.62,5.26,36.44,16.12,Night,37.894901,-92.021251,False,False,True,False
A00291,1,2021-01-13 03:00:00,Houston,Cloudy,95.42,2.84,11.53,20.31,Day,36.046986,-113.735638,True,False,False,True
A00292,3,2021-01-13 04:00:00,Houston,Rain,82.82,4.97,-4.04,20.48,Day,37.260914,-93.887054,True,False,True,True
A00293,2,2021-01-13 05:00:00,Los Angeles,Cloudy,99.31,6.79,15.62,18.86,Day,38.518533,-87.079515,False,True,False,False
A00294,1,2021-01-13 06:00:00,New York,Fog,63.56,7.64,7.44,7.98,Night,40.81921,-83.12105,False,False,False,False
A00295,2,2021-01-13 07:00:00,Chicago,Thunderstorm,97.02,7.66,8.74,1.17,Night,38.957114,-90.318827,False,False,True,False
A00296,3,2021-01-13 08:00:00,New York,Rain,26.05,5.99,21.07,13.67,Night,36.90644,-111.283041,False,False,False,True
A00297,2,2021-01-13 09:00:00,Phoenix,Fog,49.25,9.09,25.94,26.73,Day,40.374851,-86.752376,True,False,False,True
A00298,2,2021-01-13 10:00:00,Houston,Thunderstorm,38.03,8.27,-4.47,17.08,Day,41.150239,-88.196959,False,False,False,True
A00299,1,2021-01-13 11:00:00,Los Angeles,Rain,35.67,7.69,-8.22,24.97,Day,34.07784,-116.925217,False,False,False,False
A00300,1,2021-01-13 12:00:00,Los Angeles,Snow,31.26,1.03,39.72,29.75,Day,37.787397,-99.883103,False,True,True,True
A00301,2,2021-01-13 13:00:00,Chicago,Clear,69.79,0.57,1.64,4.91,Day,35.560608,-103.350189,False,False,True,True
A00302,2,2021-01-13 14:00:00,New York,Clear,82.51,2.52,-7.31,20.75,Night,33.423551,-88.545869,True,True,False,False
A00303,2,2021-01-13 15:00:00,Chicago,Fog,66.26,6.8,-0.51,20.23,Day,39.01692,-108.490024,True,True,False,True
A00304,3,2021-01-13 16:00:00,Houston,Thunderstorm,31.76,4.41,-8.05,29.4,Night,40.764937,-92.001635,True,False,True,True
A00305,4,2021-01-13 17:00:00,Chicago,Clear,84.89,4.32,9.59,29.57,Day,34.466124,-77.818938,False,False,True,False
A00306,2,2021-01-13 18:00:00,Los Angeles,Thunderstorm,70.88,8.9,30.12,20.6,Night,40.311723,-82.896696,False,False,False,False
A00307,2,2021-01-13 19:00:00,Los Angeles,Thunderstorm,51.05,9.01,7.06,7.31,Night,40.680562,-77.45586,True,True,True,False
A00308,3,2021-01-13 20:00:00,Phoenix,Fog,73.93,9.14,12.21,23.96,Night,41.229064,-74.945737,True,False,True,False
A00309,2,2021-01-13 21:00:00,Phoenix,Fog,40.79,3.48,23.78,3.21,Night,35.387566,-117.530514,False,False,True,False
A00310,2,2021-01-13 22:00:00,Houston,Fog,47.62,7.07,15.44,23.42,Day,41.135578,-90.599384,True,False,True,False
A00311,1,2021-01-13 23:00:00,New York,Clear,93.4,3.08,33.07,27.31,Day,35.885965,-99.835066,False,True,False,False
A00312,1,2021-01-14 00:00:00,Chicago,Fog,43.24,2.31,33.3,11.49,Day,37.971042,-80.166402,False,True,True,False
A00313,4,2021-01-14 01:00:00,Houston,Clear,57.6,2.25,-9.5,18.92,Night,33.454567,-106.920153,False,False,False,False
A00314,3,2021-01-14 02:00:00,Phoenix,Fog,91.21,3.75,28.9,12.9,Day,33.39493,-74.834702,False,True,False,True
A00315,2,2021-01-14 03:00:00,Chicago,Cloudy,76.62,4.58,13.04,13.13,Day,39.483359,-90.996849,False,False,True,False
A00316,2,2021-01-14 04:00:00,Phoenix,Thunderstorm,24.98,8.39,39.44,9.31,Day,37.00032,-83.084354,False,True,False,False
A00317,1,2021-01-14 05:00:00,Chicago,Fog,31.78,1.64,14.16,22.86,Day,35.306631,-114.23362,True,False,False,True
A00318,1,2021-01-14 06:00:00,New York,Rain,20.63,7.48,39.34,28.09,Night,34.713721,-109.927853,True,True,True,False
A00319,2,2021-01-14 07:00:00,Houston,Thunderstorm,70.47,5.55,27.73,28.22,Night,39.029581,-84.630238,True,False,True,True
A00320,2,2021-01-14 08:00:00,Chicago,Thunderstorm,55.81,3.24,2.43,5.24,Day,33.003614,-117.032593,False,False,True,True
A00321,3,2021-01-14 09:00:00,Los Angeles,Fog,30.74,5.18,16.92,26.24,Day,40.253021,-82.057369,True,True,False,False
A00322,2,2021-01-14 10:00:00,Los Angeles,Snow,96.63,3.35,39.61,22.12,Day,33.713246,-117.386243,False,True,False,True
A00323,2,2021-01-14 11:00:00,Chicago,Fog,62.37,6.16,32.88,7.59,Night,34.723407,-89.086771,False,True,False,False
A00324,4,2021-01-14 12:00:00,Chicago,Thunderstorm,39.35,4.62,-5.13,2.02,Night,36.476128,-101.935868,False,True,False,False
A00325,3,2021-01-14 13:00:00,Chicago,Rain,60.05,2.06,25.32,8.04,Night,37.363729,-91.094226,False,True,True,True
A00326,2,2021-01-14 14:00:00,Los Angeles,Thunderstorm,74.37,1.61,7.28,27.37,Day,36.194956,-87.374618,True,False,False,True
A00327,2,2021-01-14 15:00:00,Los Angeles,Rain,26.1,5.69,-9.65,19.0,Night,35.886409,-102.93109,True,False,True,True
A00328,2,2021-01-14 16:00:00,Chicago,Clear,41.98,9.07,10.17,21.63,Night,41.675244,-113.249652,True,True,True,False
A00329,2,2021-01-14 17:00:00,Phoenix,Cloudy,84.56,3.77,1.74,7.71,Night,38.774217,-114.935582,False,False,True,False
A00330,2,2021-01-14 18:00:00,Phoenix,Thunderstorm,56.77,7.46,30.94,21.58,Night,33.210897,-92.086815,True,False,True,True
A00331,3,2021-01-14 19:00:00,New York,Fog,63.73,6.76,6.87,0.84,Night,36.871583,-95.091164,True,True,False,False
A00332,1,2021-01-14 20:00:00,Houston,Clear,54.63,9.35,31.38,11.26,Day,40.875078,-85.343156,True,False,True,False
A00333,1,2021-01-14 21:00:00,Phoenix,Cloudy,23.51,8.3,-9.97,18.8,Day,35.713106,-95.571638,False,False,False,True
A00334,1,2021-01-14 22:00:00,Los Angeles,Fog,33.26,5.88,5.39,4.38,Day,33.851007,-99.412385,True,True,True,True
A00335,1,2021-01-14 23:00:00,Phoenix,Snow,55.64,6.74,2.06,24.69,Day,39.825463,-100.484164,False,True,True,True
A00336,3,2021-01-15 00:00:00,New York,Fog,36.73,9.03,1.68,7.05,Night,38.454124,-116.836336,True,False,True,True
A00337,3,2021-01-15 01:00:00,New York,Rain,24.0,4.3,-6.59,19.57,Day,38.132813,-103.235483,False,True,False,True
A00338,2,2021-01-15 02:00:00,Houston,Rain,87.49,3.6,-0.64,12.16,Day,33.482189,-75.055113,True,False,True,True
A00339,1,2021-01-15 03:00:00,Phoenix,Snow,98.5,0.6,17.78,17.88,Day,34.264491,-79.563555,True,True,True,True
A00340,2,2021-01-15 04:00:00,Los Angeles,Clear,83.45,8.35,4.57,3.22,Night,38.602945,-103.507365,True,True,True,True
A00341,2,2021-01-15 05:00:00,Los Angeles,Cloudy,88.3,8.11,10.87,0.51,Day,34.870415,-92.137002,False,True,True,True
A00342,1,2021-01-15 06:00:00,Chicago,Fog,39.36,1.49,8.84,27.29,Night,37.536631,-80.718943,True,True,False,True
A00343,2,2021-01-15 07:00:00,Los Angeles,Rain,96.85,5.98,33.8,8.09,Night,37.903935,-98.583929,True,False,False,False
A00344,2,2021-01-15 08:00:00,Houston,Clear,35.75,4.91,35.26,24.59,Night,35.551565,-117.209854,False,True,True,False
A00345,2,2021-01-15 09:00:00,Houston,Snow,96.11,1.63,14.65,29.98,Day,41.535826,-114.72154,False,True,True,True
A00346,2,2021-01-15 10:00:00,Los Angeles,Thunderstorm,99.59,9.82,6.51,6.34,Night,40.582177,-95.54272,False,False,False,False
A00347,1,2021-01-15 11:00:00,Los Angeles,Rain,76.94,2.54,-4.66,7.96,Day,39.501362,-75.344667,False,False,False,False
A00348,2,2021-01-15 12:00:00,Chicago,Snow,98.49,1.14,37.67,19.89,Day,33.701945,-87.49878,True,False,False,False
A00349,2,2021-01-15 13:00:00,Los Angeles,Fog,65.56,6.15,-6.99,28.96,Day,33.95517,-114.879688,True,False,True,False
A00350,2,2021-01-15 14:00:00,Chicago,Cloudy,40.76,7.52,4.88,27.47,Night,37.435032,-109.668121,False,True,False,False
A00351,3,2021-01-15 15:00:00,Chicago,Rain,54.96,0.81,4.9,15.09,Night,34.44642,-84.061782,True,False,True,False
A00352,2,2021-01-15 16:00:00,Los Angeles,Rain,67.48,6.76,6.02,23.85,Day,41.804389,-80.976651,False,True,False,True
A00353,1,2021-01-15 17:00:00,New York,Fog,25.85,5.56,-1.79,4.07,Night,34.426682,-90.821438,True,False,False,True
A00354,1,2021-01-15 18:00:00,New York,Thunderstorm,69.79,1.48,29.16,29.32,Night,37.387211,-89.645381,False,True,True,False
A00355,2,2021-01-15 19:00:00,Chicago,Clear,98.49,2.14,-3.88,28.93,Night,36.27709,-116.753152,True,False,False,False
A00356,1,2021-01-15 20:00:00,Los Angeles,Cloudy,35.21,5.9,21.75,4.91,Day,38.754478,-81.544669,False,True,True,True
A00357,2,2021-01-15 21:00:00,New York,Rain,83.41,3.32,-3.81,8.98,Night,34.161328,-83.315891,False,True,False,False
A00358,4,2021-01-15 22:00:00,Los Angeles,Cloudy,92.63,9.41,-6.47,3.0,Night,36.872848,-106.602454,True,False,True,False
A00359,2,2021-01-15 23:00:00,Los Angeles,Rain,95.5,8.28,35.47,8.15,Day,35.472345,-86.818224,True,True,False,False
A00360,2,2021-01-16 00:00:00,Los Angeles,Cloudy,96.81,9.84,-0.49,24.48,Night,40.989764,-108.546397,True,True,False,False
A00361,2,2021-01-16 01:00:00,Phoenix,Snow,61.72,2.97,31.06,11.35,Day,33.365271,-116.225473,False,True,True,False
A00362,2,2021-01-16 02:00:00,Los Angeles,Rain,98.18,9.71,17.23,2.65,Night,41.223547,-109.149992,True,True,True,True
A00363,2,2021-01-16 03:00:00,Phoenix,Cloudy,80.58,4.6,-6.11,10.27,Night,40.496947,-110.140329,False,False,True,True
A00364,4,2021-01-16 04:00:00,Chicago,Clear,32.93,3.8,37.77,29.44,Night,35.678136,-103.139088,True,True,True,False
A00365,2,2021-01-16 05:00:00,New York,Snow,58.15,0.98,2.35,18.89,Night,40.103616,-99.588222,True,True,False,True
A00366,4,2021-01-16 06:00:00,New York,Snow,77.47,1.0,32.98,12.48,Night,33.280922,-95.624289,False,False,False,False
A00367,4,2021-01-16 07:00:00,New York,Clear,39.79,7.07,-1.56,5.0,Night,41.70179,-97.022829,False,False,False,False
A00368,1,2021-01-16 08:00:00,New York,Cloudy,71.25,4.85,32.7,29.59,Day,37.739354,-106.090317,True,False,False,False
A00369,1,2021-01-16 09:00:00,New York,Fog,73.33,2.65,-9.34,24.63,Night,35.729529,-116.716491,False,True,False,False
A00370,1,2021-01-16 10:00:00,New York,Clear,33.02,6.33,15.59,8.44,Night,36.263249,-91.375529,False,True,False,False
A00371,1,2021-01-16 11:00:00,New York,Cloudy,65.21,2.9,28.47,2.1,Night,33.597648,-100.587227,True,False,True,False
A00372,1,2021-01-16 12:00:00,Chicago,Clear,81.73,5.99,36.74,1.7,Day,41.904146,-104.858425,False,True,False,False
A00373,2,2021-01-16 13:00:00,Los Angeles,Clear,59.91,3.91,35.46,3.61,Day,33.353628,-79.854594,True,False,False,False
A00374,1,2021-01-16 14:00:00,Houston,Rain,20.97,8.32,30.98,17.42,Day,38.894164,-85.143294,True,True,True,False
A00375,2,2021-01-16 15:00:00,Phoenix,Cloudy,20.72,8.3,34.41,27.86,Night,36.984623,-80.258316,False,False,False,True
A00376,3,2021-01-16 16:00:00,Houston,Fog,48.56,5.03,-0.04,14.9,Night,41.540246,-96.220757,True,True,False,False
A00377,1,2021-01-16 17:00:00,Houston,Rain,94.1,3.83,4.21,25.29,Day,35.213998,-112.239025,False,False,False,True
A00378,3,2021-01-16 18:00:00,Los Angeles,Clear,38.29,3.94,4.45,13.38,Day,37.788781,-87.366257,True,True,True,True
A00379,2,2021-01-16 19:00:00,Los Angeles,Thunderstorm,70.75,8.15,8.85,21.26,Day,37.341206,-108.932754,False,False,True,False
A00380,1,2021-01-16 20:00:00,Los Angeles,Clear,37.77,3.62,9.67,21.96,Night,39.325798,-98.585895,False,True,False,True
A00381,2,2021-01-16 21:00:00,New York,Clear,45.73,2.49,17.23,5.22,Day,33.612092,-115.139965,False,True,True,False
A00382,2,2021-01-16 22:00:00,Chicago,Cloudy,87.84,1.3,-2.01,10.84,Night,34.744102,-81.68643,False,True,False,False
A00383,3,2021-01-16 23:00:00,New York,Cloudy,78.31,4.93,24.56,19.12,Night,34.931083,-112.458612,False,False,False,False
A00384,3,2021-01-17 00:00:00,Chicago,Rain,27.63,5.08,-1.62,2.12,Night,39.643357,-78.26371,True,True,False,False
A00385,3,2021-01-17 01:00:00,Chicago,Fog,54.3,8.49,5.52,10.85,Day,34.702248,-79.973854,True,True,True,True
A00386,2,2021-01-17 02:00:00,Houston,Rain,22.33,2.6,15.17,16.04,Night,38.161426,-97.558358,False,True,False,True
A00387,1,2021-01-17 03:00:00,Houston,Snow,58.47,4.12,29.82,29.89,Day,34.937194,-85.247799,True,False,False,False
A00388,3,2021-01-17 04:00:00,Chicago,Clear,72.99,8.18,26.97,14.24,Day,40.754625,-90.744417,False,True,False,True
A00389,3,2021-01-17 05:00:00,Chicago,Thunderstorm,29.48,8.32,22.28,24.48,Day,41.479669,-82.664672,False,False,False,True
A00390,4,2021-01-17 06:00:00,New York,Clear,43.11,4.15,-2.21,12.96,Day,37.666437,-99.000576,True,True,False,True
A00391,2,2021-01-17 07:00:00,New York,Clear,51.83,4.86,17.35,23.89,Night,36.17078,-83.424427,True,False,True,False
A00392,2,2021-01-17 08:00:00,Houston,Rain,93.56,3.38,-5.63,17.86,Night,35.10652,-97.6519,False,False,False,True
A00393,3,2021-01-17 09:00:00,Los Angeles,Thunderstorm,99.46,9.36,8.87,26.6,Night,33.448029,-76.597505,False,True,True,True
A00394,2,2021-01-17 10:00:00,Chicago,Thunderstorm,23.59,1.63,10.68,12.33,Night,35.416501,-96.599628,False,False,False,True
A00395,4,2021-01-17 11:00:00,New York,Thunderstorm,80.88,9.37,-8.01,18.13,Day,38.888122,-97.644752,False,False,True,False
A00396,3,2021-01-17 12:00:00,Houston,Rain,49.74,7.0,3.7,18.9,Day,37.802552,-83.456838,False,True,False,True
A00397,2,2021-01-17 13:00:00,New York,Clear,51.4,5.55,37.78,12.52,Day,41.496372,-81.850582,False,False,False,True
A00398,3,2021-01-17 14:00:00,Chicago,Rain,80.34,0.81,37.68,4.33,Day,36.566495,-93.602479,True,False,True,False
A00399,3,2021-01-17 15:00:00,Chicago,Cloudy,93.47,5.02,7.62,2.81,Night,39.24477,-110.088896,False,False,True,True
A00400,1,2021-01-17 16:00:00,Phoenix,Cloudy,96.07,4.37,-7.84,0.5,Day,37.403905,-97.418638,False,False,False,False
A00401,4,2021-01-17 17:00:00,Los Angeles,Rain,66.17,2.03,-1.05,26.21,Night,37.613186,-75.40481,True,True,True,False
A00402,2,2021-01-17 18:00:00,Phoenix,Thunderstorm,48.57,6.74,9.61,7.09,Day,35.409969,-84.868608,False,False,True,False
A00403,3,2021-01-17 19:00:00,Houston,Clear,83.0,9.73,37.39,6.35,Day,37.094557,-82.308845,False,False,False,False
A00404,2,2021-01-17 20:00:00,New York,Rain,40.08,5.84,-2.94,22.08,Day,37.237065,-116.555678,True,True,False,False
A00405,3,2021-01-17 21:00:00,Houston,Rain,65.13,7.29,28.18,9.6,Day,39.359783,-97.414184,False,True,False,False
A00406,2,2021-01-17 22:00:00,Chicago,Rain,48.69,1.15,-4.57,15.18,Night,41.46576,-89.54867,True,False,False,True
A00407,1,2021-01-17 23:00:00,Phoenix,Snow,72.53,4.47,39.06,4.88,Night,35.963891,-81.478562,False,True,False,False
A00408,4,2021-01-18 00:00:00,Phoenix,Cloudy,39.23,1.61,9.08,28.79,Night,33.379804,-115.831959,True,True,True,True
A00409,1,2021-01-18 01:00:00,Phoenix,Thunderstorm,35.33,6.32,28.76,25.55,Night,37.466656,-80.492689,True,True,False,True
A00410,2,2021-01-18 02:00:00,Houston,Fog,93.46,9.42,7.13,25.91,Day,37.900152,-93.870359,True,True,True,False
